Month Import,state,county,US Region,Probability of Initial Transmission,Infections (Median),Infections (25th Percentile),Infections (75th Percentile),Proportion Infected (Median),Proportion Infected (25th Percentile),Proportion Infected (75th Percentile),Infected in Pregnancy (Median),Infected in Pregnancy (25th Percentile),Infected in Pregnancy (75th Percentile)
10,Texas,San Jacinto,SW,0.12,1,1,2.25,3.65E-05,3.65E-05,8.21E-05,0,0,0
11,Texas,San Jacinto,SW,0.01,1,1,1,3.65E-05,3.65E-05,3.65E-05,0,0,0
12,Texas,San Jacinto,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,San Patricio,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,San Patricio,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,San Patricio,SW,0.01,1,1,1,1.49E-05,1.49E-05,1.49E-05,0,0,0
4,Texas,San Patricio,SW,0.1,4,1.25,3432,5.94E-05,1.86E-05,0.05096,0,0,35.25
5,Texas,San Patricio,SW,0.4,6,1,3784,8.91E-05,1.49E-05,0.05617,0,0,41.25
6,Texas,San Patricio,SW,0.68,1602,9.5,6028,0.02379,0.000141,0.0895,17.5,0,68.5
7,Texas,San Patricio,SW,0.67,646,173,1264,0.009591,0.002568,0.01877,6,0,16.5
8,Texas,San Patricio,SW,0.76,78,20.25,191,0.001158,0.0003006,0.002836,0,0,3
9,Texas,San Patricio,SW,0.55,9,4,15,0.0001336,5.94E-05,0.0002227,0,0,0
10,Texas,San Patricio,SW,0.34,2,1,4,2.97E-05,1.49E-05,5.94E-05,0,0,0
11,Texas,San Patricio,SW,0.04,1.5,1,2.25,2.23E-05,1.49E-05,3.34E-05,0,0,0
12,Texas,San Patricio,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,San Saba,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,San Saba,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,San Saba,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,San Saba,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,San Saba,SW,0.18,3,1,6.75,0.0005083,0.0001694,0.001144,0,0,0
6,Texas,San Saba,SW,0.4,4.5,2,26.5,0.0007625,0.0003389,0.00449,0,0,0
7,Texas,San Saba,SW,0.51,9,3,18.5,0.001525,0.0005083,0.003135,0,0,0
8,Texas,San Saba,SW,0.48,4,2,8,0.0006777,0.0003389,0.001355,0,0,0
9,Texas,San Saba,SW,0.29,2,1,3,0.0003389,0.0001694,0.0005083,0,0,0
10,Texas,San Saba,SW,0.02,1,1,1,0.0001694,0.0001694,0.0001694,0,0,0
11,Texas,San Saba,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,San Saba,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Schleicher,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Schleicher,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Schleicher,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Schleicher,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Schleicher,SW,0.07,1,1,3,0.0003113,0.0003113,0.000934,0,0,0
6,Texas,Schleicher,SW,0.3,3,2,5,0.000934,0.0006227,0.001557,0,0,0
7,Texas,Schleicher,SW,0.35,3,1,7,0.000934,0.0003113,0.002179,0,0,0
8,Texas,Schleicher,SW,0.31,2,1,4,0.0006227,0.0003113,0.001245,0,0,0
9,Texas,Schleicher,SW,0.13,2,1,2,0.0006227,0.0003113,0.0006227,0,0,0
10,Texas,Schleicher,SW,0.03,1,1,1,0.0003113,0.0003113,0.0003113,0,0,0
11,Texas,Schleicher,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Schleicher,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Scurry,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Scurry,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Scurry,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Scurry,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Scurry,SW,0.05,1,1,2,5.68E-05,5.68E-05,0.0001135,0,0,0
6,Texas,Scurry,SW,0.35,4,2,9.5,0.0002271,0.0001135,0.0005393,0,0,0
7,Texas,Scurry,SW,0.38,5,2,10,0.0002838,0.0001135,0.0005677,0,0,0
8,Texas,Scurry,SW,0.31,3,1.5,4,0.0001703,8.52E-05,0.0002271,0,0,0
9,Texas,Scurry,SW,0.11,2,1.5,4,0.0001135,8.52E-05,0.0002271,0,0,0
10,Texas,Scurry,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Scurry,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Scurry,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Shackelford,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Shackelford,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Shackelford,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Shackelford,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Shackelford,SW,0.1,2,1.25,7.5,0.0005968,0.000373,0.002238,0,0,0
6,Texas,Shackelford,SW,0.22,3,1,10.75,0.0008953,0.0002984,0.003208,0,0,0
7,Texas,Shackelford,SW,0.46,5,2,10.5,0.001492,0.0005968,0.003133,0,0,0
8,Texas,Shackelford,SW,0.29,2,1,6,0.0005968,0.0002984,0.001791,0,0,0
9,Texas,Shackelford,SW,0.23,1,1,3,0.0002984,0.0002984,0.0008953,0,0,0
10,Texas,Shackelford,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Shackelford,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Shackelford,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Shelby,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Shelby,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Shelby,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Shelby,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Shelby,SW,0.3,5,2,784.8,0.0001968,7.87E-05,0.03089,0,0,6
6,Texas,Shelby,SW,0.66,522.5,14.25,1165,0.02057,0.000561,0.04587,4.5,0,13
7,Texas,Shelby,SW,0.71,232,21.5,436.5,0.009133,0.0008464,0.01718,0,0,6
8,Texas,Shelby,SW,0.72,32.5,11,75.25,0.001279,0.000433,0.002962,0,0,0
9,Texas,Shelby,SW,0.41,4,1,8,0.0001575,3.94E-05,0.0003149,0,0,0
10,Texas,Shelby,SW,0.12,1,1,1.25,3.94E-05,3.94E-05,4.92E-05,0,0,0
11,Texas,Shelby,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Shelby,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
6,Texas,Sherman,SW,0.05,1,1,2,0.0003254,0.0003254,0.0006508,0,0,0
7,Texas,Sherman,SW,0.14,1,1,2.75,0.0003254,0.0003254,0.0008949,0,0,0
8,Texas,Sherman,SW,0.2,2,1,2,0.0006508,0.0003254,0.0006508,0,0,0
9,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
10,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Sherman,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Smith,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Smith,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Smith,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Smith,SW,0.04,1.5,1,965,6.73E-06,4.49E-06,0.004329,0,0,7
5,Texas,Smith,SW,0.19,3,1,190,1.35E-05,4.49E-06,0.0008523,0,0,1.5
6,Texas,Smith,SW,0.54,211,3,664.5,0.0009465,1.35E-05,0.002981,0,0,6
7,Texas,Smith,SW,0.61,113,22,419,0.0005069,9.87E-05,0.001879,1,0,4
8,Texas,Smith,SW,0.75,30,10.5,60.5,0.0001346,4.71E-05,0.0002714,0,0,0
9,Texas,Smith,SW,0.53,4,2,6,1.79E-05,8.97E-06,2.69E-05,0,0,0
10,Texas,Smith,SW,0.01,1,1,1,4.49E-06,4.49E-06,4.49E-06,1,1,1
11,Texas,Smith,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Smith,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Somervell,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Somervell,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Somervell,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Somervell,SW,0.03,2,1.5,3.5,0.0002288,0.0001716,0.0004005,0,0,0
5,Texas,Somervell,SW,0.13,3,2,9,0.0003432,0.0002288,0.00103,0,0,0
6,Texas,Somervell,SW,0.46,7.5,2,136.5,0.0008581,0.0002288,0.01562,0,0,0
7,Texas,Somervell,SW,0.58,23,3.25,111.2,0.002632,0.0003719,0.01273,0,0,0
8,Texas,Somervell,SW,0.66,9,3,21,0.00103,0.0003432,0.002403,0,0,0
9,Texas,Somervell,SW,0.42,3,2,5.75,0.0003432,0.0002288,0.0006579,0,0,0
10,Texas,Somervell,SW,0.02,1,1,1,0.0001144,0.0001144,0.0001144,0,0,0
11,Texas,Somervell,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Somervell,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Starr,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Starr,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Starr,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Starr,SW,0.27,2,1,6,3.14E-05,1.57E-05,9.41E-05,0,0,0
5,Texas,Starr,SW,0.46,461,2.25,4622,0.007226,3.53E-05,0.07245,4,0,65
6,Texas,Starr,SW,0.54,769,4,2206,0.01205,6.27E-05,0.03457,13,0,32.75
7,Texas,Starr,SW,0.7,225,45,663.5,0.003527,0.0007054,0.0104,3,0,10.5
8,Texas,Starr,SW,0.71,37,7.5,101.5,0.00058,0.0001176,0.001591,0,0,1
9,Texas,Starr,SW,0.61,8,3,15,0.0001254,4.70E-05,0.0002351,0,0,0
10,Texas,Starr,SW,0.31,2,1,3,3.14E-05,1.57E-05,4.70E-05,0,0,0
11,Texas,Starr,SW,0.06,1,1,1,1.57E-05,1.57E-05,1.57E-05,0,0,0
12,Texas,Starr,SW,0.01,2,2,2,3.14E-05,3.14E-05,3.14E-05,0,0,0
1,Texas,Stephens,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Stephens,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Stephens,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Stephens,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Stephens,SW,0.11,2,2,6,0.0002118,0.0002118,0.0006355,0,0,0
6,Texas,Stephens,SW,0.31,3,1,13,0.0003178,0.0001059,0.001377,0,0,0
7,Texas,Stephens,SW,0.54,5.5,1,11,0.0005826,0.0001059,0.001165,0,0,0
8,Texas,Stephens,SW,0.48,3.5,2,7.75,0.0003707,0.0002118,0.0008209,0,0,0
9,Texas,Stephens,SW,0.32,2,1,4,0.0002118,0.0001059,0.0004237,0,0,0
10,Texas,Stephens,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Stephens,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Stephens,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Sterling,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Sterling,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Sterling,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Sterling,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Sterling,SW,0.06,1,1,1,0.0007391,0.0007391,0.0007391,0,0,0
6,Texas,Sterling,SW,0.2,2,1,5,0.001478,0.0007391,0.003695,0,0,0
7,Texas,Sterling,SW,0.34,2,1,4.75,0.001478,0.0007391,0.003511,0,0,0
8,Texas,Sterling,SW,0.42,2,1,4,0.001478,0.0007391,0.002956,0,0,0
9,Texas,Sterling,SW,0.12,1,1,1,0.0007391,0.0007391,0.0007391,0,0,0
10,Texas,Sterling,SW,0.04,1,1,1,0.0007391,0.0007391,0.0007391,0,0,0
11,Texas,Sterling,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Sterling,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Stonewall,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Stonewall,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Stonewall,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Stonewall,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Stonewall,SW,0.1,1,1,4.5,0.0007087,0.0007087,0.003189,0,0,0
6,Texas,Stonewall,SW,0.24,2,1,6.5,0.001417,0.0007087,0.004607,0,0,0
7,Texas,Stonewall,SW,0.44,5,2,14.25,0.003544,0.001417,0.0101,0,0,0
8,Texas,Stonewall,SW,0.37,3,1,9,0.002126,0.0007087,0.006378,0,0,0
9,Texas,Stonewall,SW,0.2,1.5,1,2,0.001063,0.0007087,0.001417,0,0,0
10,Texas,Stonewall,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Stonewall,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Stonewall,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Sutton,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Sutton,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Sutton,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Sutton,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Sutton,SW,0.07,1,1,2,0.0002555,0.0002555,0.000511,0,0,0
6,Texas,Sutton,SW,0.21,2,1,5,0.000511,0.0002555,0.001277,0,0,0
7,Texas,Sutton,SW,0.43,4,2,7,0.001022,0.000511,0.001788,0,0,0
8,Texas,Sutton,SW,0.3,2,1,4,0.000511,0.0002555,0.001022,0,0,0
9,Texas,Sutton,SW,0.19,1,1,2,0.0002555,0.0002555,0.000511,0,0,0
10,Texas,Sutton,SW,0.01,1,1,1,0.0002555,0.0002555,0.0002555,0,0,0
11,Texas,Sutton,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Sutton,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Swisher,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Swisher,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Swisher,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Swisher,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Swisher,SW,0,0,0,0,0,0,0,0,0,0
6,Texas,Swisher,SW,0.14,1,1,2,0.0001327,0.0001327,0.0002655,0,0,0
7,Texas,Swisher,SW,0.22,3,1,3.75,0.0003982,0.0001327,0.0004977,0,0,0
8,Texas,Swisher,SW,0.22,1,1,2,0.0001327,0.0001327,0.0002655,0,0,0
9,Texas,Swisher,SW,0.05,1,1,1,0.0001327,0.0001327,0.0001327,0,0,0
10,Texas,Swisher,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Swisher,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Swisher,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Tarrant,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Tarrant,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Tarrant,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Tarrant,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Tarrant,SW,0.2,1.5,1,1130,7.57E-07,5.04E-07,0.0005702,0,0,8.75
6,Texas,Tarrant,SW,0.52,545.5,2,2415,0.0002752,1.01E-06,0.001218,6.5,0,24.75
7,Texas,Tarrant,SW,0.87,520,83.5,964.5,0.0002623,4.21E-05,0.0004865,4,0,11
8,Texas,Tarrant,SW,0.71,54,23.5,122.5,2.72E-05,1.19E-05,6.18E-05,0,0,0
9,Texas,Tarrant,SW,0.54,3,1.25,7,1.51E-06,6.31E-07,3.53E-06,0,0,0
10,Texas,Tarrant,SW,0.12,1,1,1,5.04E-07,5.04E-07,5.04E-07,0,0,0
11,Texas,Tarrant,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Tarrant,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Taylor,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Taylor,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Taylor,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Taylor,SW,0.03,1,1,2,7.35E-06,7.35E-06,1.47E-05,0,0,0
5,Texas,Taylor,SW,0.09,1,1,4,7.35E-06,7.35E-06,2.94E-05,0,0,0
6,Texas,Taylor,SW,0.35,5,2,14,3.68E-05,1.47E-05,0.0001029,0,0,0
7,Texas,Taylor,SW,0.62,8.5,3,22.75,6.25E-05,2.21E-05,0.0001672,0,0,0
8,Texas,Taylor,SW,0.53,7,2,13,5.15E-05,1.47E-05,9.56E-05,0,0,0
9,Texas,Taylor,SW,0.24,2,1,3,1.47E-05,7.35E-06,2.21E-05,0,0,0
10,Texas,Taylor,SW,0.01,1,1,1,7.35E-06,7.35E-06,7.35E-06,0,0,0
11,Texas,Taylor,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Taylor,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Terrell,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Terrell,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Terrell,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Terrell,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Terrell,SW,0.01,2,2,2,0.002387,0.002387,0.002387,0,0,0
6,Texas,Terrell,SW,0.09,1,1,2,0.001193,0.001193,0.002387,0,0,0
7,Texas,Terrell,SW,0.23,2,1,3.5,0.002387,0.001193,0.004177,0,0,0
8,Texas,Terrell,SW,0.15,1,1,1.5,0.001193,0.001193,0.00179,0,0,0
9,Texas,Terrell,SW,0.08,2,1.75,2.5,0.002387,0.002088,0.002983,0,0,0
10,Texas,Terrell,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Terrell,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Terrell,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Terry,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Terry,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Terry,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Terry,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Terry,SW,0,0,0,0,0,0,0,0,0,0
6,Texas,Terry,SW,0.06,1,1,2.5,7.85E-05,7.85E-05,0.0001962,0,0,0
7,Texas,Terry,SW,0.21,2,1,3,0.000157,7.85E-05,0.0002355,0,0,0
8,Texas,Terry,SW,0.16,2,1,3,0.000157,7.85E-05,0.0002355,0,0,0
9,Texas,Terry,SW,0.03,2,1.5,2,0.000157,0.0001177,0.000157,0,0,0
10,Texas,Terry,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Terry,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Terry,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Throckmorton,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Throckmorton,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Throckmorton,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Throckmorton,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Throckmorton,SW,0.06,1.5,1,2,0.0009494,0.0006329,0.001266,0,0,0
6,Texas,Throckmorton,SW,0.31,4,1,14.5,0.002532,0.0006329,0.009177,0,0,0
7,Texas,Throckmorton,SW,0.53,5,2,11,0.003165,0.001266,0.006962,0,0,0
8,Texas,Throckmorton,SW,0.42,5.5,2,10.75,0.003481,0.001266,0.006804,0,0,0
9,Texas,Throckmorton,SW,0.15,2,1,2,0.001266,0.0006329,0.001266,0,0,0
10,Texas,Throckmorton,SW,0.04,1,1,1.25,0.0006329,0.0006329,0.0007911,0,0,0
11,Texas,Throckmorton,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Throckmorton,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Titus,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Titus,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Titus,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Titus,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Titus,SW,0.16,1.5,1,282.8,4.60E-05,3.07E-05,0.008667,0,0,1.75
6,Texas,Titus,SW,0.55,188,14,553,0.005763,0.0004291,0.01695,1,0,6
7,Texas,Titus,SW,0.74,179,47.75,353.2,0.005487,0.001464,0.01083,0,0,4
8,Texas,Titus,SW,0.74,14,4.25,33.5,0.0004291,0.0001303,0.001027,0,0,0
9,Texas,Titus,SW,0.52,3,1,6,9.20E-05,3.07E-05,0.0001839,0,0,0
10,Texas,Titus,SW,0.04,1,1,1.25,3.07E-05,3.07E-05,3.83E-05,0,0,0
11,Texas,Titus,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Titus,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Tom Green,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Tom Green,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Tom Green,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Tom Green,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Tom Green,SW,0.04,27.5,20,33.5,0.0002328,0.0001693,0.0002836,0,0,0.25
6,Texas,Tom Green,SW,0.32,5,1,16.25,4.23E-05,8.47E-06,0.0001376,0,0,0
7,Texas,Tom Green,SW,0.44,5,1.75,15.25,4.23E-05,1.48E-05,0.0001291,0,0,0
8,Texas,Tom Green,SW,0.42,4,2,5.75,3.39E-05,1.69E-05,4.87E-05,0,0,0
9,Texas,Tom Green,SW,0.19,1,1,2,8.47E-06,8.47E-06,1.69E-05,0,0,0
10,Texas,Tom Green,SW,0.04,1,1,1,8.47E-06,8.47E-06,8.47E-06,0,0,0
11,Texas,Tom Green,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Tom Green,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Travis,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Travis,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Travis,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Travis,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Travis,SW,0.23,3,1,55,2.55E-06,8.50E-07,4.68E-05,0,0,0
6,Texas,Travis,SW,0.43,129,2,784.5,0.0001096,1.70E-06,0.0006668,0,0,7
7,Texas,Travis,SW,0.66,182,42,439.5,0.0001547,3.57E-05,0.0003735,1,0,5
8,Texas,Travis,SW,0.63,28,10.5,58,2.38E-05,8.92E-06,4.93E-05,0,0,0
9,Texas,Travis,SW,0.56,4,2,7,3.40E-06,1.70E-06,5.95E-06,0,0,0
10,Texas,Travis,SW,0.12,1.5,1,2,1.28E-06,8.50E-07,1.70E-06,0,0,0
11,Texas,Travis,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Travis,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Trinity,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Trinity,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Trinity,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Trinity,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Trinity,SW,0.32,3094,1,6929,0.2149,6.94E-05,0.4811,20,0,44.25
6,Texas,Trinity,SW,0.68,3410,716.2,7925,0.2368,0.04973,0.5502,20,3,49.25
7,Texas,Trinity,SW,0.81,1732,552,3839,0.1203,0.03833,0.2665,9,3,21
8,Texas,Trinity,SW,0.76,131,46.75,243.5,0.009095,0.003246,0.01691,0,0,1.25
9,Texas,Trinity,SW,0.66,9,4,16,0.0006249,0.0002777,0.001111,0,0,0
10,Texas,Trinity,SW,0.21,1,1,2,6.94E-05,6.94E-05,0.0001389,0,0,0
11,Texas,Trinity,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Trinity,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Tyler,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Tyler,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Tyler,SW,0.01,1,1,1,4.68E-05,4.68E-05,4.68E-05,0,0,0
4,Texas,Tyler,SW,0.11,1,1,3,4.68E-05,4.68E-05,0.0001405,0,0,0
5,Texas,Tyler,SW,0.33,2217,2,5344,0.1039,9.37E-05,0.2503,15,0,46
6,Texas,Tyler,SW,0.68,1795,2.75,4729,0.08408,0.0001288,0.2215,13,0,31.25
7,Texas,Tyler,SW,0.7,861.5,370.8,1966,0.04036,0.01737,0.09209,6,0,14.5
8,Texas,Tyler,SW,0.79,88,21.5,188,0.004122,0.001007,0.008806,0,0,0.5
9,Texas,Tyler,SW,0.62,6,2,10,0.0002811,9.37E-05,0.0004684,0,0,0
10,Texas,Tyler,SW,0.17,1,1,2,4.68E-05,4.68E-05,9.37E-05,0,0,0
11,Texas,Tyler,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Tyler,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Upshur,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Upshur,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Upshur,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Upshur,SW,0.03,1,1,1,2.46E-05,2.46E-05,2.46E-05,0,0,0
5,Texas,Upshur,SW,0.17,8,2,335,0.000197,4.93E-05,0.00825,0,0,1
6,Texas,Upshur,SW,0.51,216,5.5,727,0.00532,0.0001355,0.0179,1,0,5
7,Texas,Upshur,SW,0.72,71.5,15.5,211.8,0.001761,0.0003817,0.005215,0,0,3
8,Texas,Upshur,SW,0.66,26.5,11,45.75,0.0006526,0.0002709,0.001127,0,0,0
9,Texas,Upshur,SW,0.5,3,2,7,7.39E-05,4.93E-05,0.0001724,0,0,0
10,Texas,Upshur,SW,0.1,1,1,1,2.46E-05,2.46E-05,2.46E-05,0,0,0
11,Texas,Upshur,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Upshur,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Upton,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Upton,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Upton,SW,0,0,0,0,0,0,0,0,0,0
4,Texas,Upton,SW,0,0,0,0,0,0,0,0,0,0
5,Texas,Upton,SW,0.03,2,1.5,2,0.0005476,0.0004107,0.0005476,0,0,0
6,Texas,Upton,SW,0.12,1.5,1,2.25,0.0004107,0.0002738,0.0006161,0,0,0
7,Texas,Upton,SW,0.16,2,1,3,0.0005476,0.0002738,0.0008215,0,0,0
8,Texas,Upton,SW,0.2,1,1,3,0.0002738,0.0002738,0.0008215,0,0,0
9,Texas,Upton,SW,0.01,1,1,1,0.0002738,0.0002738,0.0002738,0,0,0
10,Texas,Upton,SW,0,0,0,0,0,0,0,0,0,0
11,Texas,Upton,SW,0,0,0,0,0,0,0,0,0,0
12,Texas,Upton,SW,0,0,0,0,0,0,0,0,0,0
1,Texas,Uvalde,SW,0,0,0,0,0,0,0,0,0,0
2,Texas,Uvalde,SW,0,0,0,0,0,0,0,0,0,0
3,Texas,Uvalde,SW,0,0,0,0,0,0,0,0,0,0
